"speciesid","population","season","mean.emergence","median.emergence","q1","q3","first","last","sd","run"
2,229,7,126.938864628821,127,125,129,121.4,132,3.32530443455505,4
3,208,7,118.009615384615,118,114.75,121,108,128.3,5.84914245716469,4
4,38,7,141.394736842105,141,140,143,134.85,148.3,4.07058979513136,4
6,59,7,120.372881355932,120,118,123,115,127,3.85468056319867,4
8,13,7,97.1538461538462,101,94,105,80,106.4,9.99871786652464,4
9,33,7,93.5757575757576,93,92,96,88.6,98.4,3.25029136223108,4
11,41,7,133.682926829268,133,130,136,129,141,3.93344012532442,4
12,219,7,96.8584474885845,97,94,100,88.9,105,5.16454562605522,4
15,85,7,143.211764705882,143,141,145,137.2,150,3.77679039109444,4
16,188,7,97.6170212765958,98,95,100,92,103,3.47059884175635,4
17,33,7,117.666666666667,117,114,120,112.6,124.4,4.11298755975102,4
18,223,7,120.677130044843,120,117,124,112,131,6.19384806791526,4
19,127,7,98.3464566929134,98,97,101,92,104,4.15833061886715,4
20,10,7,111.1,112,110.25,112.75,105.9,114.55,3.07137319994385,4
1,85,8,133.941176470588,134,131,137,126,140,4.98175944530327,4
2,258,8,127.096899224806,127,125,129,122,133,3.26791829130969,4
3,216,8,118.013888888889,118,115,121,108,128,5.70391882151917,4
4,34,8,139.529411764706,140,135.5,143,132.65,147,4.58082494964077,4
6,61,8,120.049180327869,120,118,122,115,125,3.9850814692977,4
8,15,8,96.6,99,91,103,82.2,106.2,8.74887747901736,4
9,14,8,90.6428571428571,91.5,88,94.75,82.65,97,5.09308947884881,4
11,51,8,134.588235294118,135,131.5,138,127,141.5,4.59206476691362,4
12,209,8,97.1196172248804,98,95,100,88,104,5.2440486274085,4
15,79,8,144.455696202532,143,141.5,146,138,155,5.0934786570281,4
16,202,8,97.3712871287129,97,95,99,92,103,3.6577141717093,4
17,33,8,116.909090909091,118,115,119,111,121.4,3.20510955705531,4
18,221,8,121.764705882353,121,117,125,113,134,6.48486514399713,4
19,115,8,97.8695652173913,98,95.5,100,91.7,103.3,3.97474867158772,4
20,3,8,108,109,107.5,109,106.3,109,1.73205080756888,4
1,84,9,134.642857142857,135,131.75,138,127.15,142,4.4169521660504,4
2,272,9,126.775735294118,127,125,129,121,132,3.48180290752762,4
3,206,9,117.76213592233,118,114,121,109,126,5.60894088528358,4
4,29,9,139.51724137931,140,136,143,130.4,147.2,5.43547007860125,4
6,62,9,121.177419354839,121,119,123,115,128,3.93189644122748,4
8,14,9,95.6428571428571,96,95.25,98,85.25,102.15,5.8521152370107,4
9,4,9,94.25,95,93.25,96,91.45,96,2.3629078131263,4
11,65,9,134.015384615385,134,132,136,126.2,141.8,5.05436787495574,4
12,213,9,96.1643192488263,97,93,99,88.6,103,4.81313495016947,4
15,81,9,144.407407407407,144,142,147,139,152,4.2478752858864,4
16,214,9,97.214953271028,97,95,99,92.65,103,3.14449526431345,4
17,23,9,115.739130434783,116,114.5,116.5,111.3,119,2.81582203893298,4
18,218,9,121.018348623853,121,117,125,111.85,132,6.19719224572192,4
19,109,9,98.0917431192661,98,95,101,93,105.2,3.9123292399221,4
20,3,9,111,111,109,113,107.4,114.6,4,4
1,85,10,134.141176470588,134,131,137,128,140,4.28772595177619,4
2,277,10,126.895306859206,127,125,129,122,132,3.30237282880413,4
3,183,10,117.890710382514,117,115,121,109.1,127.9,5.5883582914558,4
4,22,10,140.181818181818,140,139,143,133.15,144,4.054819162621,4
6,68,10,120.220588235294,120,118,122,115,126.65,3.54015594662533,4
8,11,10,95.8181818181818,97,91.5,100,84,107,8.28031619949603,4
11,67,10,134.119402985075,134,132,135.5,129.3,141.4,3.4620119744016,4
12,225,10,96.6888888888889,97,94,100,88,103,4.47024998413231,4
15,73,10,144.465753424658,144,141,146,138,154,4.64004966382911,4
16,226,10,97.5176991150443,97,95,100,92,104,3.52037195227993,4
17,26,10,115.538461538462,116,112.25,117.75,111,120.5,3.36131842265227,4
18,238,10,121.920168067227,122,118,125,112.85,133.15,6.52534273903904,4
19,94,10,98.0957446808511,97.5,96,100,93,104.35,3.55318772201451,4
1,87,11,133.137931034483,133,130,137,125,140.7,4.92070238367215,4
2,273,11,126.542124542125,127,125,128,121,132,3.43947968008627,4
3,181,11,117.635359116022,118,114,121,110,125,5.02987392246314,4
4,17,11,140.117647058824,141,139,142,134.6,145.2,3.27647586861968,4
6,67,11,119.940298507463,120,118,123,112.6,126,4.13367763845152,4
8,8,11,98,98,95,100,92,104.95,4.86973158544552,4
11,81,11,133.234567901235,133,131,136,127,138,3.60995708055605,4
12,240,11,96.425,97,93,100,88,104,4.86325562047951,4
15,60,11,144.283333333333,144,141,147,137.95,151.05,4.20287095849793,4
16,231,11,97.2294372294372,97,95,99,92,103.5,3.51817629810119,4
17,27,11,117.222222222222,117,115,119.5,110.6,124.1,4.3794391398314,4
18,239,11,121.615062761506,121,118,125,112,134,6.07051898368983,4
19,81,11,98.4074074074074,98,96,101,92,106,4.11332522959764,4
1,102,12,134.460784313725,134,131,138,123.05,144,6.13651878063598,4
2,281,12,126.686832740214,127,125,129,121,132,3.47565064881937,4
3,189,12,118.439153439153,118,115,122,109.4,127.6,5.57852563099722,4
4,22,12,139.636363636364,140,137.25,142.75,131.2,145.95,4.49915817041636,4
6,60,12,119.05,119,116.75,121,112,125.05,4.014486479603,4
8,12,12,97.8333333333333,99,95.75,101,90.4,103.45,4.89588571861078,4
11,74,12,133.72972972973,134,131.25,137,126,140.35,4.50052446653704,4
12,260,12,96.7576923076923,97,94,100,88.95,103,4.64481053696111,4
15,50,12,145.1,144.5,142,147,139,156,4.82446994021951,4
16,233,12,97.3047210300429,97,95,99,93,102,3.23595426877435,4
17,19,12,113.947368421053,114,112.5,115.5,107.9,120,3.48765575853731,4
18,231,12,120.800865800866,120,117,124,111.5,132,6.2438978304177,4
19,61,12,97.9508196721311,98,96,100,93,104,3.26305699974833,4
1,106,13,134.27358490566,134,132,137,126,141.75,4.96565925008558,4
2,292,13,126.917808219178,127,125,129,122,132,3.26705274943045,4
3,199,13,117.582914572864,118,113.5,120,110,127.1,5.49121516493525,4
4,16,13,141,142,138.75,143,134.75,145,3.65148371670111,4
6,57,13,120.491228070175,120,117,123,115.6,126.6,4.35120183322766,4
8,7,13,98.7142857142857,100,94.5,101.5,91.2,106.9,6.26403186758299,4
11,78,13,134.141025641026,133.5,131.25,137,129,141,3.80609340221006,4
12,278,13,96.8345323741007,97,94.25,100,87,103,5.01851751133574,4
15,44,13,144.568181818182,145,141,148,137.3,153.55,5.11449252874989,4
16,249,13,97.8875502008032,98,96,100,92,104,3.75502427165735,4
17,15,13,114.8,116,111.5,118,106.8,122.1,5.64674368868592,4
18,221,13,120.981900452489,121,117,125,112,132,6.32668504389073,4
19,30,13,98.2333333333333,98,95.25,101,91.9,104.55,3.96261262938667,4
1,99,14,134.50505050505,135,132,137.5,126.9,142,4.75818036171035,4
2,283,14,126.597173144876,126,125,129,121,132,3.24533365959698,4
3,206,14,117.121359223301,116,114,121,109,125.75,5.50297747318024,4
4,18,14,139.277777777778,140.5,134.75,141.75,132,148.15,5.07364071110278,4
6,55,14,119.890909090909,120,117,122.5,114.7,125.3,3.51543015266257,4
8,5,14,94.4,97,92,100,84,100.8,7.76530746332687,4
11,87,14,134.32183908046,134,131,137,127.3,140,4.20269640154642,4
12,306,14,96.9411764705882,97,95,100,88,103,4.72278785980866,4
15,30,14,143.466666666667,142.5,140.25,145.75,136.9,153.65,5.21095221514319,4
16,249,14,97.3534136546185,97,95,99,92,104,3.46346111523549,4
17,15,14,116.466666666667,116,113,120,111.4,122.9,4.34028746030666,4
18,221,14,121.619909502262,121,118,125,112,132,5.89609747598514,4
19,21,14,98.1904761904762,99,96,100,94,103,3.34094369331552,4
1,103,15,134.427184466019,134,132,137,128,141,4.49095374330022,4
2,291,15,126.487972508591,126,124,129,121,132,3.47836064427704,4
3,213,15,118.046948356808,118,115,121,110,127,5.85498115477685,4
4,18,15,137.888888888889,139,135.25,141.75,128.85,143.6,5.18922967068942,4
6,52,15,120.192307692308,120.5,117,123,114.55,126,3.76276109269828,4
8,4,15,98,97,92,103,89.6,107.8,8.86942313043338,4
11,79,15,133.632911392405,133,131.5,136,128,140.1,3.82024705601236,4
12,339,15,97.0058997050148,97,94,100,89,104,4.57934267026244,4
15,20,15,145.65,145,142,149.25,138.9,154.1,5.24429514605608,4
16,246,15,97.9349593495935,98,96,100,93,104,3.73563061889017,4
17,11,15,115.363636363636,115,114.5,117,109.5,120,3.55732279313326,4
18,207,15,120.492753623188,120,117,124,112,131.7,5.89871597449323,4
19,11,15,99.7272727272727,98,98,100.5,95,108,4.7977267344214,4
1,112,16,134.169642857143,134,131,137,127,140,4.25935830902182,4
2,296,16,126.959459459459,127,125,129,121,133,3.39466855850166,4
3,223,16,118.251121076233,118,114,122,109,128,5.99997643378666,4
4,21,16,140.380952380952,140,139,143,132,149,4.70612569398853,4
6,61,16,120.737704918033,121,118,124,113,128,4.89524136056049,4
8,4,16,100.5,99.5,97.5,102.5,96.3,106.1,4.79583152331272,4
11,79,16,134.240506329114,134,131,137,127.9,141,4.3032938781685,4
12,331,16,97.0151057401813,97,94,100,89,104,4.4866551188443,4
15,22,16,142.727272727273,143,141,144,138.1,147.95,2.89797660416167,4
16,241,16,98.0912863070539,98,96,100,93,105,3.83296648674627,4
17,9,16,115.666666666667,115,114,120,105.4,125,7.08872343937891,4
18,197,16,121.035532994924,120,117,124,112,133,6.29737200979687,4
19,2,16,97.5,97.5,97.25,97.75,97.05,97.95,0.707106781186548,4
1,100,17,134.13,135,131,136.25,128.9,141,4.10630212864533,4
2,299,17,126.816053511706,127,125,129,121.9,132.1,3.23720140917581,4
3,231,17,118.056277056277,118,114,121,109.5,127,5.60057000137463,4
4,29,17,138.620689655172,139,137,142,128.6,145.6,5.4275342540437,4
6,71,17,120.535211267606,121,119,123,115,125,3.62464179871806,4
8,3,17,96,96,95.5,96.5,95.1,96.9,1,4
11,75,17,134.226666666667,135,131,138,125.7,141.3,4.88675356042847,4
12,316,17,96.870253164557,98,94,100,88,103.25,5.10514225032189,4
15,15,17,145.866666666667,145,140,151,134.9,159,8.57626847483105,4
16,270,17,98.2740740740741,98,96,101,93,104,3.77711683602793,4
17,7,17,117.571428571429,119,115.5,121,111.2,121,4.23702501200795,4
18,180,17,120.733333333333,121,117,124,112,132,5.87733075126596,4
19,1,17,105,105,105,105,105,105,NA,4
1,103,18,134.165048543689,134,131.5,137,127,140.9,4.31844445346011,4
2,315,18,126.838095238095,127,125,128,122,132,3.10267136653807,4
3,246,18,118.040650406504,117,115,121,109,129.75,5.86570576018271,4
4,27,18,139.62962962963,140,138,141.5,134,147.1,4.82898419122369,4
6,75,18,120.266666666667,120,118,123,113.4,127,4.15358306191802,4
8,2,18,104.5,104.5,102.75,106.25,101.35,107.65,4.94974746830583,4
11,79,18,133,133,131,135,126,141.1,4.17255993489086,4
12,282,18,96.4397163120567,97,94,99,87.05,103,4.82043218677303,4
15,7,18,145.714285714286,146,142.5,149,139.9,151.1,4.60848079502294,4
16,268,18,97.4291044776119,97,96,99,93,103,3.28294479634672,4
17,8,18,116.625,117,115,117.25,113.7,119.95,2.38671920665766,4
18,181,18,120.574585635359,120,117,124,112,131,6.09199980572091,4
19,1,18,94,94,94,94,94,94,NA,4
1,114,19,134.666666666667,134,132.25,137,127.3,141,4.36329555297322,4
2,308,19,126.477272727273,126,124,129,122,132,3.28298391973434,4
3,244,19,118.008196721311,118,114,122,108,128,5.88993128669295,4
4,30,19,139.033333333333,139,136,143,131.45,146.1,5.01365950271809,4
6,76,19,120.118421052632,120,118,122.25,114,126.5,3.98653435208464,4
8,2,19,95.5,95.5,91.75,99.25,88.75,102.25,10.6066017177982,4
11,78,19,134.025641025641,134,131.25,137,125.7,141,4.39295291325041,4
12,259,19,96.2393822393822,97,93.5,100,87,104,5.12599330557801,4
15,2,19,145,145,143.5,146.5,142.3,147.7,4.24264068711928,4
16,291,19,97.6288659793814,97,95,99,92.5,104,3.71201103863419,4
17,7,19,116.857142857143,117,113,119.5,110.3,124.5,5.5805785670356,4
18,185,19,121.372972972973,121,117,125,110,131,6.73620364025326,4
1,103,20,133.776699029126,134,131,137,126,141,4.87074507896017,4
2,276,20,126.532608695652,127,125,129,121,131,2.99739676248885,4
3,259,20,117.57528957529,117,114,120.5,109,128,5.8373569246221,4
4,28,20,139.214285714286,140.5,135,143,131.35,145.65,5.34274962402072,4
6,75,20,120.52,121,119,122.5,115,125,3.2647171973049,4
8,2,20,96,96,96,96,96,96,0,4
11,99,20,133.747474747475,134,132,136,128,139.1,3.58666303425546,4
12,269,20,96.7695167286245,97,95,100,89,102.6,4.16797941183946,4
16,300,20,97.7033333333333,97,95,100,92,104,3.79517237201861,4
17,8,20,114.25,116,113,118,105.45,118.65,5.39179270479018,4
18,179,20,120.983240223464,121,117,124,112,129.1,5.8159745725446,4
1,88,21,134.227272727273,134,132,136.25,129,140,3.60946161721443,4
2,283,21,127.010600706714,127,125,129,123,133,3.16618223126209,4
3,266,21,117.533834586466,117,114,121,110,125,5.12713664203715,4
4,26,21,139.923076923077,140,138,143,133.75,145.75,4.62967019925244,4
6,62,21,120.822580645161,121,118,123.75,115,126.95,4.2136553717349,4
8,3,21,99,96,94,102.5,92.4,107.7,8.88819441731559,4
11,116,21,134.077586206897,134,132,137,128.75,140,3.58293263917305,4
12,265,21,96.9169811320755,97,95,100,89.2,103,4.52441758553286,4
16,296,21,97.6891891891892,97,95.75,99.25,92,103.25,3.75043744585516,4
17,6,21,115.833333333333,118,114.25,118.75,108.5,119.75,4.9564772436345,4
18,182,21,121.307692307692,121,117.25,125,111,132.95,6.46143221332112,4
1,104,22,133.384615384615,133.5,131,136,127,140,4.08717552034776,4
2,285,22,126.529824561404,127,124,128,121,132,3.40928542099206,4
3,267,22,117.936329588015,118,114,121,109,128,5.64285348914766,4
4,27,22,139.333333333333,139,137,141.5,134.2,144.7,3.79270554942186,4
6,61,22,120.213114754098,120,118,123,114,128,4.76485310755872,4
8,2,22,96.5,96.5,89.75,103.25,84.35,108.65,19.0918830920368,4
11,119,22,133.823529411765,134,131,136,129,139,3.8392421984066,4
12,236,22,96.9364406779661,97,94,100,89.75,103,4.40214967321672,4
16,310,22,97.6064516129032,98,95.25,100,92,103,3.46316123651185,4
17,4,22,118.5,117.5,116.25,119.75,114.45,123.95,4.65474668125631,4
18,181,22,121.419889502762,121,118,126,109,133,6.82401331809224,4
1,111,23,134.306306306306,134,132,137,127,143,4.74589352214157,4
2,293,23,126.795221843003,127,125,129,122,132,3.28535214777103,4
3,269,23,118.35687732342,118,115,122,110,127,5.54484424264495,4
4,27,23,140.185185185185,140,139,143,132.8,145,3.60594633943005,4
6,51,23,121.117647058824,121,118.5,123,115.5,128,4.23625806023915,4
8,3,23,97.6666666666667,94,93.5,100,93.1,104.8,7.23417813807024,4
11,119,23,133.798319327731,134,132,136,127.9,139,3.50926094863865,4
12,232,23,96.4612068965517,97,93,100,87,103,5.1276564700414,4
16,327,23,97.4097859327217,97,95,99,91,103,3.60090678977336,4
17,4,23,112,115,109.5,117.5,101.1,118.7,9.01849950564579,4
18,162,23,120.654320987654,120,117,124,111.05,131,6.1050035355943,4
1,105,24,133.857142857143,134,131,137,127.2,141.8,4.72193851047462,4
2,294,24,126.649659863946,127,125,128,122,131.35,3.20244944968211,4
3,256,24,117.6875,118,114,121,108.75,126.25,5.67864938374693,4
4,28,24,138.892857142857,140,136.75,143,127.7,145.65,5.84579168490295,4
6,47,24,120.68085106383,121,118,123,114.3,127,4.17605171850118,4
8,3,24,92.3333333333333,95,88.5,97.5,83.3,99.5,9.29157324317757,4
11,125,24,133.48,133,131,136,128,140,4.02331912408071,4
12,238,24,96.9411764705882,97,94,100,88,104,5.04878164297401,4
16,337,24,97.4005934718101,97,95,99,91,103,3.6624379896041,4
17,1,24,115,115,115,115,115,115,NA,4
18,163,24,120.993865030675,121,118,124,112,130,5.9249388521253,4
1,102,25,134.333333333333,135,132,137,124.05,142,5.52282990549379,4
2,314,25,126.557324840764,127,125,129,121,132,3.35325322599647,4
3,262,25,118.274809160305,118,115,121,107.05,129,6.45948580461265,4
4,21,25,138.333333333333,139,135,142,132,146,5.57972520231358,4
6,51,25,120.43137254902,121,118,123.5,112.5,126,4.19645041415139,4
8,2,25,94,94,94,94,94,94,0,4
11,104,25,133.798076923077,134,131.75,136,126.15,141.7,4.25493387554819,4
12,223,25,96.8430493273543,97,94,100,90,103,4.54085891310521,4
16,356,25,97.6685393258427,97,95.75,100,93,104,3.32336484857726,4
18,163,25,121.429447852761,121,118,125,113,132,6.03177729591971,4
1,92,26,133.630434782609,133.5,131,136,127,140,4.24708663248489,4
2,321,26,126.984423676012,127,125,129,122,132,3.12296039359094,4
3,254,26,117.279527559055,117,114,120,109,126,5.23863480666265,4
4,19,26,140.947368421053,142,138,143.5,133,147.1,4.23574320135632,4
6,45,26,119.977777777778,120,117,123,114,126,4.14229234344775,4
8,3,26,96.6666666666667,100,94,101,89.2,101.8,7.57187779440036,4
11,101,26,133.930693069307,135,131,136,127,140,4.04043914876236,4
12,227,26,96.7885462555066,97,94,100,88.3,104,4.92054129525784,4
16,378,26,97.3835978835979,97,95,100,92,103,3.91466612798287,4
18,156,26,120.544871794872,120,116.75,124,111,132,6.38581386301972,4
1,86,27,134.546511627907,135,132,138,128,141,4.33767890424519,4
2,298,27,127.057046979866,127,125,129,122,132,3.1473521559789,4
3,285,27,118.066666666667,118,115,121,110,127,5.51940664974581,4
4,19,27,141.421052631579,142,139.5,143.5,133.6,147.1,4.32455250701907,4
6,47,27,119.872340425532,120,117.5,122,113.3,127.4,4.37690093498066,4
8,3,27,96,98,94,99,90.8,99.8,5.29150262212918,4
11,96,27,133.697916666667,134,131,136,126.75,139.5,4.28490567768611,4
12,225,27,96.6711111111111,97,94,99,89,103.8,4.44995095389415,4
