"speciesid","population","season","mean.emergence","median.emergence","q1","q3","first","last","sd","run"
4,230,26,98.9782608695652,99,97,101,92,105,3.91553356207742,18
5,135,26,115.585185185185,115,113,119,108.7,122.3,4.34068772525012,18
6,165,26,100.042424242424,101,96,104,88.2,110,7.93060720705416,18
10,73,26,107.41095890411,107,106,109,101.6,112.4,3.15275724317601,18
13,112,26,147.6875,148,146,150,141.55,153,3.54896571660782,18
14,345,26,104.113043478261,104,102,106,97.2,111,4.02917820994837,18
16,14,26,118.714285714286,118.5,115.25,120.5,111.95,128.4,5.67624701891842,18
18,229,26,103.663755458515,103,101,105,98,111,4.62786619121565,18
19,159,26,121.522012578616,122,118,125,112,129,5.30206131157869,18
2,133,27,108.270676691729,108,106,110,103,114,3.43142301859719,18
4,240,27,98.6583333333333,99,96,101,92,104,3.75615719530902,18
5,129,27,116.054263565891,116,113,119,110,123,4.21179533705525,18
6,162,27,100,101,96.25,104,89.05,108.95,6.37736681189158,18
10,88,27,107.477272727273,108,106,110,99.7,113,3.77827203929598,18
13,100,27,147.22,147,145,149,141,153.1,4.04914257041606,18
14,327,27,103.822629969419,104,102,106,96,110,4.20768816427866,18
16,14,27,118.928571428571,117.5,117,122.5,114.3,124,3.64721781666489,18
18,235,27,103.778723404255,103,101,106,97.7,111.3,4.5846704888731,18
19,165,27,121.545454545455,122,118,125,113,131,5.76729059422413,18
2,144,28,108.458333333333,109,106.75,110.25,103,113,3.28989765394405,18
4,220,28,98.5909090909091,99,96,101,90,105.05,4.15959133605959,18
5,131,28,116.015267175573,116,113,119,109,123,4.68710954529618,18
6,172,28,100.098837209302,101,96,104.25,88.1,111,6.96915500236782,18
10,79,28,107.658227848101,108,105,109.5,102,114.1,3.90228754722993,18
13,97,28,147.721649484536,147,145,150,142,155,4.04336459534125,18
14,309,28,104.097087378641,104,102,106,97,110,4.01906470456536,18
16,17,28,117.764705882353,118,116,119,112.6,123.2,3.34532157954781,18
18,235,28,103.242553191489,103,101,106,98,109.3,3.90439948438899,18
19,195,28,121.866666666667,122,118,126,111.7,130,6.04473585983046,18
2,138,29,108.550724637681,108,106,110.75,104,115,3.5823420626106,18
4,235,29,99.1021276595745,99,97,101,92,105.3,4.1000046571634,18
5,145,29,116.8,117,114,119,111,124,4.16599994665813,18
6,153,29,100.267973856209,100,98,105,86.6,110,6.59346420403101,18
10,69,29,107.507246376812,108,105,110,102.4,113.6,3.696672543557,18
13,90,29,147.311111111111,148,145,149,143,153,3.42707148689368,18
14,320,29,103.409375,103.5,101,106,96,111,4.59090414429107,18
16,19,29,116.684210526316,117,114,119,111.8,120.8,3.95885268984374,18
18,236,29,103.843220338983,103,101,106,98,112,4.27521264995181,18
19,193,29,121.937823834197,122,119,125,112,130,5.79118128332242,18
2,128,30,108.375,109,106.75,110,104,113,2.96435517015137,18
4,272,30,98.4007352941177,99,96,101,91,105,4.12145849445972,18
5,143,30,116,116,114,119,110,123,4.06288595133079,18
6,130,30,99.8,100.5,97,103,89.9,109,5.67791860543302,18
10,68,30,108.073529411765,108,106,110,103.35,112.65,2.94383330396103,18
13,79,30,147.556962025316,148,145.5,150,142,153,3.59039614785603,18
14,332,30,103.759036144578,104,101,106,97,110,3.87833197224105,18
16,23,30,117,117,115,119,110,125,5.67290209520825,18
18,232,30,104.077586206897,104,101,106,98,112,4.47436345724334,18
19,188,30,121.468085106383,122,118,125,112.35,130,6.17603117053793,18
2,122,31,109.049180327869,109,107,111,103.05,114,3.38165312162287,18
4,265,31,98.4603773584906,99,96,101,91.2,105,4.39517381765093,18
5,132,31,116.492424242424,116,113,119,110,125,5.04710061446546,18
6,116,31,99.8793103448276,100,96,104,87.5,109,6.78381087258648,18
10,76,31,107.75,108,106,109.25,103,112.25,2.79583022851293,18
13,88,31,147.318181818182,148,144,150,139,153,4.70154157781695,18
14,362,31,103.82044198895,104,101,106,97,111,4.33478768703142,18
16,14,31,118.714285714286,119,117,120.75,114.3,122.7,2.86701590853281,18
18,237,31,103.282700421941,103,101,105,98,110,3.58791466730644,18
19,187,31,121.080213903743,121,118,125,111.3,128.7,5.20844888032372,18
2,131,32,108.343511450382,108,106,111,102,114.5,3.90418117558483,18
4,251,32,99.1314741035857,99,97,101,92.5,106,4.34265419050685,18
